player_id,name_common,year_id,age,pos,team_id,tmRtg,franch_id,G,Min,MP%,MPG,P/36,TS%,A/36,R/36,SB/36,TO/36,Raptor O,Raptor D,Raptor+/-,Raptor WAR,PIE%,AWS%,USG%,AST%,TOV%,ORB%,DRB%,TRB%,STL%,BLK%,ORtg,%Pos,DRtg,2P%,3P%,FT%,3PAr,FTAr
harride01,Devin Harris,2015,31,PG,DAL,+3.0,DAL,76,1685,42.4,22.2,14.9,55.9,5.3,3.0,2.1,1.9,+2.1,+0.4,+2.5,4.6,9.2,10.1,18.0,20.4,12.5,0.8,8.0,4.4,2.3,0.7,112.6,18.3,107.7,48.1,35.7,81.5,50.8,30.9
aminual01,Al-Farouq Aminu,2015,24,SF,DAL,+3.0,DAL,74,1366,34.4,18.5,11.4,50.4,1.6,9.5,3.7,1.5,-0.5,+2.6,+2.1,3.4,8.7,11.1,15.2,6.1,11.9,9.1,18.4,13.7,2.6,3.7,106.6,15.7,101.8,48.5,27.4,71.2,34.7,33.1
bareajo01,Jose Barea,2015,30,PG,DAL,+3.0,DAL,77,1362,34.3,17.7,16.1,50.2,7.3,3.7,0.9,1.9,+1.9,-0.3,+1.6,3.0,10.2,9.4,21.2,29.5,10.8,1.8,9.0,5.4,1.2,0.1,108.5,22.0,110.3,46.3,32.3,80.9,31.2,17.5
rondora01,Rajon Rondo,2015,28,PG,DAL,+3.0,DAL,46,1319,33.2,28.7,12.2,46.0,8.6,6.0,1.7,3.9,-2.6,+0.3,-2.3,0.3,9.5,7.1,20.3,34.0,22.6,4.0,13.3,8.6,2.1,0.2,94.3,22.6,106.9,44.8,35.2,45.2,12.1,9.4
jefferi01,Richard Jefferson,2015,34,SF,DAL,+3.0,DAL,74,1244,31.3,16.8,13.1,57.7,1.9,5.6,1.3,1.6,-0.8,+0.1,-0.6,1.3,7.2,7.4,15.3,7.0,12.2,2.2,14.0,8.1,1.3,0.7,109.3,14.8,108.0,46.2,42.6,68.4,47.8,35.2
villach01,Charlie Villanueva,2015,30,PF,DAL,+3.0,DAL,64,678,17.1,10.6,22.5,53.4,1.1,8.3,2.1,1.6,-0.4,-2.7,-3.1,-0.1,10.9,12.4,26.7,4.7,6.9,4.8,19.3,12.1,1.1,2.6,103.5,24.3,105.5,47.5,37.6,57.1,61.0,9.7
nelsoja01,Jameer Nelson,2015,32,PG,DAL,+3.0,DAL,23,584,14.7,25.4,10.8,50.1,6.2,4.1,1.1,2.5,+0.0,-2.8,-2.8,0.0,6.7,6.3,15.7,22.8,19.0,2.6,9.2,5.9,1.3,0.3,101.6,16.9,109.9,38.3,36.9,87.5,63.2,4.9
wrighbr03,Brandan Wright,2015,27,PF,DAL,+3.0,DAL,27,505,12.7,18.7,17.8,76.2,0.7,8.2,4.4,1.0,+4.2,-0.7,+3.5,1.6,14.9,20.8,14.9,3.2,7.7,11.0,12.9,11.9,1.7,6.8,147.6,14.4,103.6,74.8,,75.0,0.0,35.6
stoudam01,Amar'e Stoudemire,2015,32,PF,DAL,+3.0,DAL,23,380,9.6,16.5,24.7,60.5,0.8,8.4,1.3,1.5,+1.2,-2.0,-0.8,0.4,13.2,13.8,25.8,3.9,6.8,7.8,16.5,12.1,1.2,0.9,117.4,23.6,107.2,58.4,0.0,67.8,0.6,33.0
smithgr02,Greg Smith,2015,24,PF,DAL,+3.0,DAL,42,363,9.1,8.6,8.3,60.5,0.9,8.2,1.9,1.1,-4.0,-1.6,-5.6,-0.5,5.1,6.4,9.5,3.4,14.3,7.8,16.1,11.9,1.0,2.5,119.1,10.2,106.8,61.2,,51.3,0.0,79.6
feltora01,Raymond Felton,2015,30,PG,DAL,+3.0,DAL,29,281,7.1,9.7,14.5,48.0,5.5,3.5,2.0,2.4,-0.8,+1.0,+0.1,0.4,8.6,7.2,20.7,21.9,13.8,0.8,9.4,5.1,2.0,1.2,97.5,21.0,107.8,45.8,29.4,80.0,32.1,14.2
crowdja01,Jae Crowder,2015,24,SF,DAL,+3.0,DAL,25,265,6.7,10.6,12.7,55.0,1.7,4.1,2.9,1.4,+2.7,-0.3,+2.5,0.7,6.5,9.0,15.3,6.5,11.0,5.0,7.1,6.0,2.9,1.5,109.1,15.0,106.3,52.6,34.2,90.9,50.0,14.5
poweldw01,Dwight Powell,2015,23,PF,DAL,+3.0,DAL,24,227,5.7,9.5,13.5,53.5,1.5,8.2,2.2,1.5,-1.5,-1.1,-2.5,0.0,6.2,7.0,16.6,5.7,10.6,8.7,15.0,11.8,1.6,2.1,111.9,17.0,105.9,47.1,27.3,77.4,17.7,50.0
jamesbe01,Bernard James,2015,29,C,DAL,+3.0,DAL,16,158,4.0,9.9,10.5,59.3,1.0,9.3,4.1,1.4,-0.6,+4.8,+4.3,0.6,8.3,11.5,12.2,3.4,13.9,12.5,14.6,13.5,0.6,7.7,125.0,13.5,104.7,44.4,,87.0,0.0,85.2
ledori01,Ricky Ledo,2015,22,SG,DAL,+3.0,DAL,5,11,0.3,2.2,3.4,7.3,3.4,6.9,0.0,6.9,-20.4,+0.3,-20.1,-0.1,-16.6,-31.6,36.0,11.1,22.5,9.9,10.0,10.0,0.0,0.0,27.8,35.8,112.6,0.0,0.0,50.0,50.0,33.3
lawsoty01,Ty Lawson,2015,27,PG,DEN,-3.7,DEN,75,2665,67.0,35.5,16.1,52.6,10.1,3.3,1.4,2.6,+3.8,-1.8,+2.1,6.6,13.6,13.7,20.6,43.0,14.6,1.6,8.1,4.7,1.7,0.3,113.4,22.6,111.0,46.3,34.1,73.0,22.1,39.2
chandwi01,Wilson Chandler,2015,27,SF,DEN,-3.7,DEN,78,2471,62.1,31.7,16.4,52.3,2.0,7.2,1.3,1.7,+0.8,-1.6,-0.7,2.5,9.3,9.0,20.1,8.9,9.6,4.1,17.2,10.4,1.2,0.9,104.5,19.1,109.0,49.0,34.2,77.5,41.6,14.6
farieke01,Kenneth Faried,2015,25,PF,DEN,-3.7,DEN,75,2086,52.5,27.8,17.0,54.8,1.6,12.0,2.1,2.1,+0.6,-0.1,+0.5,3.5,12.5,13.9,20.3,7.1,12.0,12.1,22.9,17.3,1.5,2.1,110.7,20.6,105.9,51.1,12.5,69.1,1.1,39.1
afflaar01,Arron Afflalo,2015,29,SG,DEN,-3.7,DEN,53,1750,44.0,33.0,16.5,53.3,2.2,3.9,0.8,1.8,-0.7,-1.5,-2.3,0.4,8.1,6.9,19.9,9.3,10.3,1.3,10.2,5.6,0.9,0.2,104.2,18.7,112.1,48.1,33.7,84.1,37.0,23.0
gallida01,Danilo Gallinari,2015,26,SF,DEN,-3.7,DEN,59,1426,35.9,24.2,19.3,56.3,2.2,5.7,1.8,1.5,+2.8,+0.2,+3.0,4.2,11.6,12.6,21.5,9.4,8.0,2.3,14.7,8.3,1.6,1.1,114.0,20.2,108.7,45.3,35.5,89.5,53.0,33.6
hicksjj01,J.J. Hickson,2015,26,C,DEN,-3.7,DEN,73,1411,35.5,19.3,14.7,50.4,1.5,12.0,1.9,2.5,-3.7,-1.1,-4.8,-1.5,9.9,9.9,19.7,6.5,14.9,11.1,24.0,17.3,1.3,1.9,99.8,20.2,106.2,47.7,0.0,57.7,0.4,43.8
nurkiju01,Jusuf Nurkic,2015,20,C,DEN,-3.7,DEN,62,1103,27.7,17.8,14.5,48.3,1.7,13.0,4.1,2.9,-2.7,+3.8,+1.0,2.1,8.7,8.8,20.7,7.3,16.3,11.8,26.1,18.7,2.4,4.8,95.9,21.2,100.9,44.9,0.0,63.6,0.5,34.5
foyera01,Randy Foye,2015,31,SG,DEN,-3.7,DEN,50,1087,27.3,21.7,15.0,51.0,4.1,2.9,1.6,2.1,-0.3,-2.9,-3.2,-0.3,6.8,6.9,19.3,17.0,12.3,0.9,7.8,4.2,1.6,0.8,101.9,18.8,110.9,38.8,35.7,81.8,65.4,13.7
arthuda01,Darrell Arthur,2015,26,PF,DEN,-3.7,DEN,58,988,24.8,17.0,14.5,46.6,2.2,6.5,2.8,1.8,-3.3,+4.7,+1.4,2.1,6.2,6.0,20.0,9.3,10.3,5.6,13.4,9.3,2.4,2.1,96.6,19.4,106.4,47.1,23.6,78.0,28.6,15.4
mozgoti01,Timofey Mozgov,2015,28,C,DEN,-3.7,DEN,35,897,22.6,25.6,12.5,55.4,0.7,11.4,2.3,2.0,-2.1,+1.4,-0.8,0.9,9.0,9.7,15.3,2.7,14.8,10.6,22.6,16.4,0.8,3.6,108.1,15.6,106.3,50.9,33.3,73.3,2.6,37.1
harriga01,Gary Harris,2015,20,SG,DEN,-3.7,DEN,55,719,18.1,13.1,9.8,39.5,1.5,3.3,2.4,2.0,-5.1,-1.5,-6.6,-1.4,1.7,0.6,16.6,5.9,13.8,3.0,6.7,4.8,2.7,0.8,80.7,16.0,108.7,39.5,20.4,74.5,47.5,21.7
nelsoja01,Jameer Nelson,2015,32,PG,DEN,-3.7,DEN,34,702,17.7,20.6,17.4,53.0,6.7,3.5,1.5,3.3,+0.6,-0.2,+0.5,1.2,9.7,9.1,22.7,30.3,16.5,2.4,8.0,5.1,1.8,0.4,102.6,23.3,110.6,52.4,35.4,57.9,43.3,6.3
bartowi01,Will Barton,2015,24,SG,DEN,-3.7,DEN,28,683,17.2,24.4,16.8,53.3,3.0,7.0,2.7,2.4,+0.2,+0.7,+0.9,1.3,11.5,11.3,21.0,12.8,13.3,3.5,17.2,10.1,2.5,1.7,103.8,20.6,105.7,50.0,28.4,81.0,26.5,31.2
geeal01,Alonzo Gee,2015,27,SF,DEN,-3.7,DEN,39,511,12.9,13.1,13.9,57.4,1.4,5.1,2.5,1.8,-1.5,-1.1,-2.6,0.0,8.0,10.2,16.1,5.7,13.1,5.9,9.0,7.4,2.7,0.9,110.9,16.0,107.9,49.6,41.7,73.8,17.5,47.4
robinna01,Nate Robinson,2015,30,PG,DEN,-3.7,DEN,33,465,11.7,14.1,15.5,43.3,6.2,3.1,1.4,1.8,-1.1,+0.7,-0.4,0.5,5.0,4.0,22.6,26.4,9.0,3.1,6.0,4.5,1.5,0.5,98.5,22.8,111.5,42.0,26.1,65.0,45.1,19.6
greener01,Erick Green,2015,23,PG,DEN,-3.7,DEN,43,410,10.3,9.5,13.3,43.6,3.6,2.8,1.1,1.3,-1.9,-2.5,-4.4,-0.3,5.8,4.5,19.1,15.1,7.7,1.8,6.6,4.1,1.5,0.0,95.0,18.4,112.1,40.9,29.8,83.3,29.0,7.4
lauvejo01,Joffrey Lauvergne,2015,23,C,DEN,-3.7,DEN,24,268,6.7,11.2,13.0,45.9,1.8,10.8,2.5,3.1,-4.4,-2.3,-6.7,-0.5,5.9,4.7,19.9,7.5,17.8,10.5,20.9,15.5,1.5,2.9,90.9,20.5,105.7,45.2,18.8,64.3,18.0,31.5
mcgeeja01,JaVale McGee,2015,27,C,DEN,-3.7,DEN,17,195,4.9,11.5,16.9,59.7,0.2,9.2,4.0,2.5,-4.0,-6.0,-10.0,-0.7,9.6,10.1,19.2,0.8,15.0,7.5,19.5,13.3,0.5,7.6,107.3,18.5,104.8,55.7,,69.0,0.0,47.5
clarkia01,Ian Clark,2015,23,SG,DEN,-3.7,DEN,7,31,0.8,4.4,15.7,50.9,2.4,3.6,4.8,2.4,-0.9,+3.6,+2.7,0.1,4.2,3.5,20.6,9.9,13.6,0.0,10.8,5.2,4.8,2.5,98.5,19.6,101.2,50.0,20.0,100.0,45.5,36.4
frankja01,Jamaal Franklin,2015,23,SG,DEN,-3.7,DEN,3,13,0.3,4.3,8.6,75.0,8.6,5.8,2.9,8.6,-2.8,-17.3,-20.0,-0.1,0.0,-3.9,16.6,32.8,60.0,8.0,8.6,8.3,0.0,6.0,82.7,21.1,109.6,,50.0,,100.0,0.0
caldwke01,Kentavious Caldwell-Pope,2015,21,SG,DET,-1.1,DET,82,2587,65.2,31.5,15.6,50.1,1.6,3.8,1.7,1.4,+0.8,-0.4,+0.3,4.1,6.8,7.0,19.5,6.8,8.3,1.9,9.1,5.4,1.9,0.5,100.9,18.1,108.6,44.9,34.5,69.6,45.7,16.3
drumman01,Andre Drummond,2015,21,C,DET,-1.1,DET,82,2502,63.1,30.5,17.5,50.4,0.9,17.1,3.5,1.9,-0.8,+0.4,-0.3,3.1,13.1,16.7,22.0,3.9,9.7,18.3,30.1,24.0,1.5,4.8,106.9,22.6,100.1,51.5,0.0,38.9,0.2,38.0
monrogr01,Greg Monroe,2015,24,PF,DET,-1.1,DET,69,2137,53.9,31.0,19.9,54.9,2.6,12.8,2.0,2.7,-0.1,+0.2,+0.1,3.1,15.2,15.7,23.9,11.7,13.0,11.2,25.1,17.9,1.9,1.3,109.9,24.2,103.4,49.6,,75.0,0.0,39.4
butleca01,Caron Butler,2015,34,SF,DET,-1.1,DET,78,1623,40.9,20.8,11.0,54.4,1.9,4.7,1.1,1.2,-0.2,-1.5,-1.7,0.9,6.4,6.6,12.9,7.3,10.4,1.4,12.2,6.6,1.4,0.2,108.3,12.3,109.0,44.1,37.9,90.2,55.3,15.4
meeksjo01,Jodie Meeks,2015,27,SG,DET,-1.1,DET,60,1462,36.9,24.4,17.6,54.8,2.1,2.8,1.7,1.5,-0.1,-0.6,-0.8,1.5,8.8,9.2,20.1,8.8,8.6,0.9,7.1,3.9,2.1,0.3,110.3,18.7,108.8,46.0,34.9,90.6,39.7,30.0
augusdj01,D.J. Augustin,2015,27,PG,DET,-1.1,DET,54,1287,32.5,23.8,17.3,53.6,8.0,3.0,1.1,3.3,-0.2,-1.4,-1.6,0.7,11.3,9.8,22.2,33.2,17.0,1.1,7.6,4.2,1.3,0.1,107.8,23.4,110.5,45.0,32.7,87.0,32.5,36.7
singlky01,Kyle Singler,2015,26,SF,DET,-1.1,DET,54,1287,32.5,23.8,11.6,52.6,2.0,4.2,1.4,1.3,-1.0,-0.5,-1.5,0.8,5.9,6.4,14.0,7.9,10.3,1.9,10.2,5.9,1.3,0.9,105.2,13.4,109.2,39.3,40.6,80.6,53.4,10.3
jennibr01,Brandon Jennings,2015,25,PG,DET,-1.1,DET,41,1173,29.6,28.6,20.9,52.2,9.0,3.4,1.6,3.0,+3.1,+0.1,+3.2,3.5,13.4,13.4,26.3,39.9,12.9,1.9,8.0,4.8,1.9,0.3,110.4,27.3,108.9,42.8,36.0,83.9,38.9,26.3
tollian01,Anthony Tolliver,2015,29,PF,DET,-1.1,DET,52,1160,29.2,22.3,13.4,58.0,1.6,6.4,1.2,1.3,+1.3,-1.1,+0.2,1.8,7.4,8.6,14.8,6.5,10.3,4.1,14.3,9.0,0.9,1.0,114.6,14.2,108.8,58.2,36.0,79.4,71.5,19.7
smithjo03,Josh Smith,2015,29,PF,DET,-1.1,DET,28,896,22.6,32.0,15.9,41.7,5.7,8.7,3.7,3.1,-4.5,+1.2,-3.3,-0.3,9.3,7.7,25.3,24.7,14.1,6.1,18.9,12.3,2.1,4.2,89.7,26.1,102.4,40.7,24.3,46.8,9.5,28.4
jacksre01,Reggie Jackson,2015,24,PG,DET,-1.1,DET,27,870,21.9,32.2,21.2,51.1,11.1,5.6,1.1,4.2,+4.0,-0.5,+3.5,2.8,14.5,11.8,28.6,51.2,17.0,3.4,12.7,7.9,1.2,0.4,106.1,30.8,109.1,46.0,33.7,79.6,19.8,24.5
jerebjo01,Jonas Jerebko,2015,27,PF,DET,-1.1,DET,46,703,17.7,15.3,13.3,56.4,2.3,7.8,2.1,1.4,+0.4,+1.3,+1.7,1.6,9.0,11.1,15.1,9.2,10.8,7.0,15.3,11.0,2.0,1.2,115.6,15.2,105.9,51.6,36.8,86.1,38.4,18.2
princta01,Tayshaun Prince,2015,34,SF,DET,-1.1,DET,23,571,14.4,24.8,11.4,48.6,2.6,6.6,1.6,1.1,-1.8,-0.6,-2.4,0.1,8.5,8.9,14.7,10.3,8.5,4.6,14.3,9.2,1.4,1.1,105.4,14.6,107.8,43.3,42.3,65.5,16.3,18.1
dinwisp01,Spencer Dinwiddie,2015,21,PG,DET,-1.1,DET,34,455,11.5,13.4,12.4,39.4,8.9,4.1,2.1,2.8,-2.0,-0.7,-2.7,0.0,7.0,4.0,21.1,34.9,15.2,0.9,10.9,5.7,2.2,1.0,92.2,22.4,106.9,37.5,18.5,91.2,38.5,20.1
anthojo01,Joel Anthony,2015,32,C,DET,-1.1,DET,49,406,10.2,8.3,8.3,60.7,0.5,8.9,5.8,1.1,-2.6,+1.9,-0.7,0.4,7.6,11.2,9.1,1.8,14.3,8.2,17.0,12.4,1.5,9.5,118.6,9.6,100.2,58.1,,68.2,0.0,35.5
lucasjo02,John Lucas,2015,32,PG,DET,-1.1,DET,21,272,6.9,13.0,14.0,46.1,8.6,2.3,1.1,2.3,-2.2,-3.2,-5.4,-0.4,9.0,7.8,19.9,36.0,13.1,1.5,5.0,3.2,1.5,0.0,103.5,21.2,110.9,44.0,31.0,100.0,27.9,4.8
martica01,Cartier Martin,2015,30,SF,DET,-1.1,DET,23,198,5.0,8.6,7.1,34.0,2.2,3.9,0.8,1.0,-3.4,-1.8,-5.2,-0.2,1.1,-2.0,13.0,8.0,8.6,0.0,11.4,5.5,0.8,0.4,76.0,12.2,110.3,45.0,18.2,,62.3,0.0
willish03,Shawne Williams,2015,28,SF,DET,-1.1,DET,19,163,4.1,8.6,11.7,38.8,1.9,6.4,1.9,1.7,-2.6,-1.5,-4.1,-0.1,3.3,1.3,19.1,7.5,10.0,5.8,12.5,9.0,1.3,1.9,86.4,18.5,107.7,44.1,15.4,100.0,43.3,11.7
millequ01,Quincy Miller,2015,22,PF,DET,-1.1,DET,4,58,1.5,14.5,8.0,30.0,3.3,5.4,2.0,1.3,-1.0,+2.8,+1.8,0.1,2.0,-0.4,16.8,12.7,9.1,3.6,11.7,7.5,0.9,2.7,75.1,16.5,108.3,33.3,18.2,,55.0,0.0
datomlu01,Luigi Datome,2015,27,SF,DET,-1.1,DET,3,17,0.4,5.7,25.1,45.8,4.6,9.1,2.3,4.6,+9.8,-2.0,+7.8,0.1,12.8,9.3,36.5,24.9,14.3,6.2,20.0,12.8,3.0,0.0,87.8,35.0,103.3,50.0,25.0,,33.3,0.0
curryst01,Stephen Curry,2015,26,PG,GSW,+10.2,GSW,80,2613,66.2,32.7,26.6,63.8,8.7,4.8,2.5,3.5,+9.5,+2.3,+11.7,19.9,18.9,21.4,28.9,38.6,14.3,2.4,11.4,7.0,3.0,0.5,121.9,29.3,101.1,52.8,44.3,91.4,48.2,25.1
greendr01,Draymond Green,2015,24,SF,GSW,+10.2,GSW,79,2490,63.1,31.5,13.6,54.0,4.3,9.5,3.3,2.0,+1.5,+5.1,+6.5,12.0,11.5,12.6,17.2,16.1,13.5,5.1,22.4,14.0,2.4,2.9,109.5,17.6,97.1,52.3,33.7,66.0,43.0,26.1
thompkl01,Klay Thompson,2015,24,SG,GSW,+10.2,GSW,77,2455,62.2,31.9,24.9,59.1,3.3,3.7,2.2,2.2,+4.3,+1.0,+5.3,10.3,13.3,14.5,27.6,14.6,9.5,1.2,9.4,5.4,1.7,1.8,112.1,25.4,103.6,48.1,43.9,87.9,42.0,19.7
barneha02,Harrison Barnes,2015,22,SF,GSW,+10.2,GSW,82,2318,58.7,28.3,13.1,57.3,1.8,7.2,1.3,1.1,-0.3,-0.1,-0.4,2.8,9.2,10.2,14.9,6.9,9.0,5.6,15.1,10.5,1.3,0.6,115.5,14.4,103.6,51.9,40.5,72.0,32.8,22.9
iguodan01,Andre Iguodala,2015,31,SG,GSW,+10.2,GSW,77,2069,52.4,26.9,10.7,55.3,4.0,4.6,2.0,1.6,-0.3,+1.6,+1.3,4.3,8.5,9.5,13.3,14.6,13.9,2.4,10.8,6.7,2.1,0.9,110.3,13.6,103.0,55.3,34.9,59.6,42.7,23.0
bogutan01,Andrew Bogut,2015,30,C,GSW,+10.2,GSW,67,1583,40.1,23.6,9.8,56.5,4.2,12.6,3.5,2.5,-1.0,+4.7,+3.7,5.2,11.6,12.1,13.2,15.4,22.1,9.9,26.5,18.5,1.2,5.3,110.3,14.8,96.6,56.3,,52.4,0.0,11.8
livinsh01,Shaun Livingston,2015,29,PG,GSW,+10.2,GSW,78,1468,37.2,18.8,11.5,52.9,6.5,4.6,1.7,2.5,-2.1,-0.7,-2.8,0.0,9.0,8.1,15.9,24.2,19.0,3.3,10.0,6.7,1.6,1.0,106.8,17.3,104.1,50.3,0.0,71.4,0.5,23.0
speigma01,Marreese Speights,2015,27,PF,GSW,+10.2,GSW,76,1207,30.6,15.9,24.0,54.6,2.2,9.9,1.6,2.5,-1.4,-1.6,-3.1,-0.2,11.8,10.4,29.1,9.9,10.2,10.1,18.7,14.5,0.8,2.1,108.0,27.6,102.1,49.8,27.8,84.3,2.8,27.6
barbole01,Leandro Barbosa,2015,32,SG,GSW,+10.2,GSW,66,982,24.9,14.9,17.4,55.8,3.7,3.4,1.8,1.6,+0.8,-3.1,-2.3,0.2,9.1,9.8,20.5,14.9,9.5,2.6,7.2,5.0,2.0,0.6,111.1,19.6,104.4,51.1,38.4,78.4,29.0,19.2
leeda02,David Lee,2015,31,PF,GSW,+10.2,GSW,49,904,22.9,18.4,15.7,54.1,3.4,10.4,2.3,2.0,-0.7,-0.7,-1.4,0.6,12.0,12.7,19.6,13.7,12.0,10.0,20.3,15.3,1.7,2.1,111.7,20.1,99.9,51.4,0.0,65.4,0.6,33.2
holidju01,Justin Holiday,2015,25,SG,GSW,+10.2,GSW,59,657,16.6,11.1,14.2,49.8,2.7,4.1,2.9,1.6,-1.8,+1.5,-0.4,0.8,7.2,7.9,18.8,10.1,10.2,2.0,9.7,6.0,3.0,1.4,100.2,17.8,101.1,44.4,32.1,82.2,46.4,19.1
ezelife01,Festus Ezeli,2015,25,C,GSW,+10.2,GSW,46,504,12.8,11.0,14.6,58.0,0.7,11.3,3.6,2.3,-3.6,-0.4,-4.0,-0.3,8.4,10.0,17.7,2.5,15.6,13.3,19.7,16.6,0.7,6.2,110.8,18.0,99.2,54.7,,62.8,0.0,56.1
rushbr01,Brandon Rush,2015,29,SG,GSW,+10.2,GSW,33,271,6.9,8.2,4.1,25.5,1.6,5.5,2.3,1.5,-6.9,-6.9,-13.8,-1.5,0.5,-2.2,11.2,5.4,15.8,1.6,14.3,8.2,0.9,3.3,59.0,11.0,102.7,29.6,11.1,45.5,50.0,20.4
mcadoja01,James Michael McAdoo,2015,22,PF,GSW,+10.2,GSW,15,137,3.5,9.1,16.6,56.4,0.5,9.9,3.7,1.6,+0.7,-1.5,-0.8,0.1,8.6,11.3,19.4,2.1,9.8,12.2,16.8,14.6,1.8,4.9,112.8,18.9,98.7,54.5,,56.0,0.0,56.8
kuzmiog01,Ognjen Kuzmic,2015,24,C,GSW,+10.2,GSW,16,72,1.8,4.5,10.2,72.7,3.1,8.6,1.5,2.5,-3.9,-6.9,-10.8,-0.3,7.3,8.1,11.3,11.1,26.7,10.8,14.5,12.7,1.4,1.0,125.1,12.9,103.0,66.7,,100.0,0.0,33.3
hardeja01,James Harden,2015,25,SG,HOU,+3.5,HOU,81,2981,75.3,36.8,27.7,60.5,7.1,5.7,2.7,4.0,+7.7,+0.1,+7.7,16.1,18.8,19.0,31.3,34.6,14.9,2.8,14.2,8.5,2.6,1.6,118.4,31.7,102.5,48.0,37.5,86.8,37.8,56.1
arizatr01,Trevor Ariza,2015,29,SF,HOU,+3.5,HOU,82,2930,74.0,35.7,13.3,53.9,2.7,5.8,2.2,1.8,-0.1,+0.3,+0.3,4.5,9.4,10.3,16.5,11.1,12.7,2.9,14.4,8.6,2.6,0.5,106.5,16.0,103.2,48.5,35.0,85.3,61.0,15.7
motiedo01,Donatas Motiejunas,2015,24,PF,HOU,+3.5,HOU,71,2037,51.4,28.7,15.7,55.3,2.4,7.7,1.6,2.3,-0.7,+0.8,+0.1,2.9,9.6,9.7,19.1,10.8,13.7,7.4,15.4,11.4,1.4,1.3,107.3,18.9,104.8,53.6,36.8,60.2,19.0,23.7
beverpa01,Patrick Beverley,2015,26,PG,HOU,+3.5,HOU,56,1727,43.6,30.8,12.3,50.9,4.1,5.1,1.8,1.8,+0.2,+1.0,+1.2,3.5,7.2,8.0,16.1,17.2,12.9,4.3,10.8,7.6,1.7,1.0,107.0,16.3,105.7,42.6,35.6,75.0,60.7,11.3
terryja01,Jason Terry,2015,37,SG,HOU,+3.5,HOU,77,1641,41.4,21.3,12.3,57.9,3.3,2.7,1.9,1.7,+0.1,+0.3,+0.4,2.7,7.5,8.9,14.3,13.8,13.7,1.0,7.1,4.1,2.0,0.9,111.5,14.0,106.4,50.4,39.0,81.3,72.4,10.8
breweco01,Corey Brewer,2015,28,SF,HOU,+3.5,HOU,56,1407,35.5,25.1,17.6,51.6,2.5,5.4,2.0,2.1,-0.1,+1.0,+0.8,2.6,9.3,8.7,22.4,11.5,11.2,3.8,12.1,8.0,2.1,0.8,102.9,21.3,104.6,50.3,28.4,76.4,33.4,25.5
smithjo03,Josh Smith,2015,29,PF,HOU,+3.5,HOU,55,1404,35.4,25.5,17.5,50.0,3.9,8.7,3.1,3.6,-1.2,+3.5,+2.3,3.7,10.0,9.5,24.5,17.8,16.9,7.9,17.9,12.9,1.8,3.8,96.8,24.6,101.5,48.9,33.0,52.1,32.0,24.2
howardw01,Dwight Howard,2015,29,C,HOU,+3.5,HOU,41,1223,30.9,29.8,19.7,59.6,1.5,13.1,2.5,3.5,-1.0,+1.9,+0.9,2.3,13.7,13.0,23.3,7.3,17.5,10.0,28.9,19.5,1.1,3.4,105.4,23.0,99.7,59.4,50.0,52.8,0.5,64.1
joneste01,Terrence Jones,2015,23,PF,HOU,+3.5,HOU,33,889,22.4,26.9,16.2,56.7,1.5,9.2,3.2,1.6,-0.9,+0.2,-0.7,0.9,11.7,13.8,18.4,6.9,9.8,9.7,17.6,13.7,1.0,5.2,114.4,18.0,102.4,55.3,35.1,60.6,12.4,31.4
dorsejo01,Joey Dorsey,2015,31,PF,HOU,+3.5,HOU,69,854,21.6,12.4,8.0,50.7,1.1,12.2,2.8,1.8,-2.8,+0.9,-1.9,0.4,5.7,7.9,11.3,4.4,18.4,13.3,22.7,18.0,2.3,2.3,103.5,12.5,99.6,55.6,0.0,28.9,0.7,57.2
papanko01,Kostas Papanikolaou,2015,24,SF,HOU,+3.5,HOU,43,795,20.1,18.5,8.5,44.4,4.0,5.5,2.0,2.6,-3.2,-1.0,-4.2,-0.6,5.2,4.7,14.2,15.8,21.2,5.4,10.9,8.2,1.8,1.3,92.2,15.1,105.3,41.8,29.2,72.2,53.8,9.1
prigipa01,Pablo Prigioni,2015,37,PG,HOU,+3.5,HOU,24,402,10.1,16.8,6.8,49.6,6.2,3.6,2.5,1.4,+0.0,+2.1,+2.1,1.0,7.5,9.8,9.6,23.5,16.9,3.3,7.4,5.4,3.3,0.0,117.8,11.2,104.0,56.3,27.5,86.7,76.1,22.4
blackta01,Tarik Black,2015,23,C,HOU,+3.5,HOU,25,393,9.9,15.7,10.0,54.8,0.8,12.0,0.8,1.8,-2.9,-1.2,-4.2,-0.3,6.7,8.3,12.7,3.1,16.6,16.3,19.3,17.8,0.8,0.4,112.4,13.8,105.4,54.9,0.0,51.7,1.2,34.9
canaais01,Isaiah Canaan,2015,23,PG,HOU,+3.5,HOU,25,369,9.3,14.8,15.6,54.9,2.9,3.3,1.4,2.3,-0.4,-0.5,-1.0,0.3,7.1,8.1,19.2,12.6,14.1,3.3,6.6,4.9,1.9,0.0,105.3,18.6,107.4,44.7,38.1,76.2,64.1,16.0
johnsni01,Nick Johnson,2015,22,SG,HOU,+3.5,HOU,28,262,6.6,9.4,10.5,43.0,1.6,5.6,1.4,2.7,-6.0,-0.6,-6.6,-0.5,1.8,-0.7,17.4,6.3,18.1,5.5,10.9,8.2,1.3,0.9,84.3,17.2,106.5,38.9,23.8,68.0,28.0,33.3
