player_id,name_common,year_id,age,pos,team_id,tmRtg,franch_id,G,Min,MP%,MPG,P/36,TS%,A/36,R/36,SB/36,TO/36,Raptor O,Raptor D,Raptor+/-,Raptor WAR,PIE%,AWS%,USG%,AST%,TOV%,ORB%,DRB%,TRB%,STL%,BLK%,ORtg,%Pos,DRtg,2P%,3P%,FT%,3PAr,FTAr
brownpj01,P.J. Brown,1998,28,PF,MIA,+5.6,MIA,74,2362,59.8,31.9,12.3,52.2,1.8,11.0,2.8,1.7,-0.3,+1.6,+1.3,4.9,10.6,12.6,15.3,7.2,12.5,12.1,19.2,15.8,1.5,3.0,111.8,15.7,99.6,47.1,,76.6,0.0,33.4
mournal01,Alonzo Mourning,1998,27,C,MIA,+5.6,MIA,58,1939,49.1,33.4,23.5,59.5,1.1,11.8,3.6,3.8,-0.1,+2.2,+2.0,4.7,15.3,16.4,26.8,5.2,16.0,12.1,21.4,16.9,1.1,4.9,109.1,26.2,98.4,55.1,,66.5,0.0,63.5
majerda01,Dan Majerle,1998,32,SG,MIA,+5.6,MIA,72,1928,48.8,26.8,11.0,56.2,3.3,5.7,1.8,1.4,+1.6,+0.5,+2.1,4.8,9.4,11.4,12.7,13.0,12.3,3.0,13.0,8.2,1.9,0.6,115.2,12.5,102.8,50.7,37.6,78.4,67.2,11.6
mashbja01,Jamal Mashburn,1998,25,SF,MIA,+5.6,MIA,48,1729,43.8,36.0,17.1,53.3,3.1,5.6,1.3,2.6,+0.6,-0.4,+0.2,2.6,9.7,8.8,21.2,13.3,13.7,5.0,10.8,8.0,1.4,0.6,106.8,20.7,104.8,47.0,30.3,79.7,21.1,40.0
murdoer01,Eric Murdock,1998,29,PG,MIA,+5.6,MIA,82,1395,35.3,17.0,14.9,52.0,6.4,4.6,3.4,3.1,+0.3,+2.5,+2.8,4.0,10.4,11.1,19.8,26.4,17.6,3.4,9.5,6.6,4.0,0.7,106.0,20.6,99.5,45.4,30.8,80.1,21.7,37.2
austiis01,Isaac Austin,1998,28,C,MIA,+5.6,MIA,52,1371,34.7,26.4,19.7,52.1,2.6,9.9,2.3,3.5,-2.2,+0.5,-1.7,0.8,11.2,10.2,25.5,11.8,15.6,10.5,17.5,14.1,1.7,1.8,101.7,25.2,100.6,47.6,0.0,68.0,0.6,42.9
stricma01,Mark Strickland,1998,27,PF,MIA,+5.6,MIA,51,847,21.4,16.6,16.9,57.2,1.3,10.3,2.5,2.3,-0.5,+0.2,-0.3,1.1,12.3,13.7,19.4,5.6,13.3,11.4,17.8,14.7,1.2,2.9,111.5,19.0,101.0,54.1,0.0,72.0,0.4,30.5
millste01,Terry Mills,1998,30,PF,MIA,+5.6,MIA,50,782,19.8,15.6,11.1,48.1,2.0,8.0,1.5,2.4,-3.0,-0.6,-3.6,-0.3,4.5,2.3,15.8,8.1,16.9,5.3,17.1,11.4,1.3,0.8,94.4,15.5,102.1,44.8,30.9,75.8,39.3,16.0
askinke01,Keith Askins,1998,30,SF,MIA,+5.6,MIA,46,681,17.2,14.8,6.7,42.6,1.7,6.1,2.3,1.6,-2.7,+0.9,-1.7,0.4,1.9,1.9,10.7,6.4,16.6,5.0,12.2,8.7,2.2,1.3,91.0,10.7,101.9,37.5,28.4,63.2,60.7,15.6
causwdu01,Duane Causwell,1998,29,C,MIA,+5.6,MIA,37,363,9.2,9.8,10.0,44.3,0.6,11.2,3.8,2.0,-5.9,+2.0,-3.9,-0.2,4.3,3.4,15.2,2.2,15.2,9.7,21.9,16.0,1.1,5.4,91.2,15.1,97.7,41.6,,57.7,0.0,29.2
barrybr01,Brent Barry,1998,26,SG,MIA,+5.6,MIA,17,259,6.6,15.2,11.1,52.0,3.3,4.4,2.8,1.4,-0.5,+1.3,+0.8,0.5,7.5,8.5,13.7,12.8,11.8,0.9,11.4,6.3,3.0,1.1,109.6,13.3,100.8,39.3,35.3,100.0,54.8,19.4
conloma01,Marty Conlon,1998,30,C,MIA,+5.6,MIA,18,209,5.3,11.6,17.2,54.1,2.4,9.0,2.7,2.2,-1.5,+2.0,+0.5,0.3,10.8,12.2,20.6,9.8,11.9,9.3,16.3,12.9,2.4,1.7,112.5,20.6,99.8,45.2,,72.7,0.0,71.0
waltere01,Rex Walters,1998,27,SG,MIA,+5.6,MIA,19,108,2.7,5.7,14.4,65.9,5.3,5.7,1.5,3.8,-0.3,-2.0,-2.3,0.0,11.3,10.0,16.8,21.6,25.7,2.2,13.7,8.1,1.5,0.7,110.8,17.8,103.3,62.5,37.5,81.8,33.3,45.8
dayto01,Todd Day,1998,28,SG,MIA,+5.6,MIA,5,69,1.7,13.8,17.8,42.9,4.2,3.6,4.2,1.8,+1.5,+4.3,+5.8,0.3,6.0,8.6,25.7,18.1,7.9,7.0,3.3,5.1,5.5,0.0,98.9,24.7,99.0,47.4,16.7,66.7,38.7,29.0
smithch04,Charles Smith,1998,22,SG,MIA,+5.6,MIA,11,32,0.8,2.9,12.8,26.5,2.6,10.2,3.8,7.7,-14.1,-1.2,-15.3,-0.2,-4.3,-11.6,36.3,10.5,24.1,18.9,10.7,14.7,3.4,2.3,58.7,36.2,99.4,20.0,33.3,50.0,16.7,11.1
langan02,Antonio Lang,1998,25,SF,MIA,+5.6,MIA,6,29,0.7,4.8,16.9,70.4,1.4,7.1,2.8,5.6,-2.4,+0.7,-1.8,0.0,9.5,9.6,20.1,5.6,31.9,8.4,11.8,10.1,3.8,0.0,103.1,21.2,99.7,60.0,,75.0,0.0,160.0
allenra02,Ray Allen,1998,22,SG,MIL,-2.1,MIL,82,3287,82.5,40.1,19.5,53.9,4.3,4.9,1.5,3.2,+2.2,-1.1,+1.1,6.5,11.2,10.6,24.3,19.3,15.0,4.7,10.4,7.5,1.8,0.3,106.4,23.9,107.8,45.3,36.4,87.5,28.0,29.7
robingl01,Glenn Robinson,1998,25,SF,MIL,-2.1,MIL,56,2294,57.6,41.0,22.8,52.2,2.7,5.3,1.8,3.5,-0.6,-0.8,-1.4,1.6,11.6,8.8,28.9,13.8,13.8,4.3,12.1,8.2,1.6,1.1,100.1,27.3,107.1,47.5,38.5,80.8,5.7,23.4
johnser02,Ervin Johnson,1998,30,C,MIL,-2.1,MIL,81,2261,56.7,27.9,11.5,56.4,1.0,12.1,4.2,2.1,-1.2,+2.6,+1.5,4.9,10.0,13.3,14.0,4.2,16.9,12.9,24.1,18.5,1.9,5.2,109.7,14.7,99.9,53.7,,60.1,0.0,50.5
gilliar01,Armen Gilliam,1998,33,PF,MIL,-2.1,MIL,82,2114,53.0,25.8,17.4,56.0,2.0,8.3,1.9,2.8,-0.5,-0.6,-1.1,1.8,11.6,11.5,20.9,8.5,15.2,8.4,17.1,12.7,1.6,1.3,108.3,20.7,105.3,48.7,0.0,80.2,0.6,49.3
hillty01,Tyrone Hill,1998,29,PF,MIL,-2.1,MIL,57,2064,51.8,36.2,11.0,53.8,1.7,11.8,1.9,2.1,-0.1,+0.5,+0.5,3.4,9.6,11.5,14.1,6.8,16.7,12.4,23.6,18.0,1.7,1.1,108.4,15.0,103.2,49.9,0.0,60.8,0.2,61.0
currymi01,Michael Curry,1998,29,SG,MIL,-2.1,MIL,82,1978,49.6,24.1,11.0,54.8,2.8,2.0,1.4,1.6,-1.0,-1.7,-2.6,0.1,4.7,4.0,13.2,10.9,13.5,1.6,4.5,3.0,1.5,0.5,109.7,13.0,109.9,46.9,44.4,83.5,2.2,42.1
brandte01,Terrell Brandon,1998,27,PG,MIL,-2.1,MIL,50,1784,44.8,35.7,18.8,52.6,8.7,3.9,2.9,3.2,+2.8,+1.2,+4.1,6.2,15.5,15.6,24.2,40.0,15.3,1.6,10.6,6.0,3.3,0.7,107.8,24.9,104.3,48.3,33.3,84.6,12.7,21.3
perryel01,Elliot Perry,1998,28,PG,MIL,-2.1,MIL,81,1752,44.0,21.6,13.5,48.5,5.2,2.5,2.1,2.9,-2.0,-0.5,-2.4,0.3,7.9,6.3,19.2,22.1,17.4,1.4,6.1,3.8,2.7,0.1,96.4,19.3,107.3,43.8,34.0,84.4,8.9,19.4
langan01,Andrew Lang,1998,31,C,MIL,-2.1,MIL,57,692,17.4,12.1,8.8,45.2,0.9,8.8,2.6,1.9,-4.5,+0.2,-4.3,-0.5,4.3,4.1,13.3,3.5,16.4,9.8,17.3,13.5,1.4,2.9,95.3,13.6,104.5,38.0,0.0,77.2,0.7,39.9
honeyje01,Jerald Honeycutt,1998,23,PF,MIL,-2.1,MIL,38,530,13.3,13.9,18.5,49.7,2.5,7.0,2.0,3.7,-2.1,-1.1,-3.2,-0.1,6.0,4.1,25.4,11.1,16.6,6.2,15.3,10.7,2.0,0.8,93.9,24.4,105.1,42.4,37.7,62.1,34.8,26.2
feickja01,Jamie Feick,1998,23,PF,MIL,-2.1,MIL,45,450,11.3,10.0,9.0,47.2,1.4,11.0,3.7,1.9,-1.9,+2.2,+0.3,0.7,6.9,9.9,13.1,5.5,16.3,12.1,21.6,16.8,3.0,2.8,99.5,13.9,100.0,45.5,30.8,48.8,14.4,45.6
piercri01,Ricky Pierce,1998,38,SG,MIL,-2.1,MIL,39,442,11.1,11.3,13.6,45.5,3.1,4.1,0.8,1.9,-2.0,-2.8,-4.8,-0.5,5.5,3.7,19.3,12.5,11.2,5.2,7.2,6.2,1.1,0.0,99.4,18.8,110.4,36.9,30.8,82.7,9.1,36.4
greenli01,Litterial Green,1998,27,PG,MIL,-2.1,MIL,21,124,3.1,5.9,8.0,39.3,5.2,2.3,1.3,2.6,-4.7,-2.3,-7.0,-0.3,2.5,-0.6,14.6,18.7,20.1,1.0,6.0,3.4,1.7,0.0,86.0,15.3,109.4,23.8,0.0,75.0,8.7,87.0
smithto02,Tony Smith,1998,29,PG,MIL,-2.1,MIL,7,80,2.0,11.4,9.5,36.9,5.0,3.5,3.5,4.5,-5.3,+0.0,-5.3,-0.1,2.9,0.2,19.8,19.8,25.9,6.0,4.6,5.3,3.3,1.8,74.5,20.8,105.3,40.0,0.0,75.0,16.7,16.7
nordgje01,Jeff Nordgaard,1998,24,PF,MIL,-2.1,MIL,13,48,1.2,3.7,15.0,41.0,2.5,11.6,1.7,2.5,-4.3,-0.2,-4.5,0.0,7.6,4.2,23.7,10.0,12.0,10.1,25.7,17.8,2.2,0.0,93.2,23.3,102.1,27.8,,88.9,0.0,50.0
breauti01,Tim Breaux,1998,27,SF,MIL,-2.1,MIL,6,30,0.8,5.0,13.3,42.1,2.7,2.7,4.0,1.3,-3.1,+2.2,-0.9,0.0,7.2,8.2,19.6,11.1,7.8,0.0,8.2,4.1,3.5,2.5,90.9,17.9,103.5,37.5,33.3,50.0,27.3,18.2
garneke01,Kevin Garnett,1998,21,PF,MIN,+0.8,MIN,82,3222,80.8,39.3,18.3,52.7,4.2,9.5,3.5,2.3,+1.3,+1.8,+3.1,9.5,14.8,15.6,22.5,18.2,11.8,7.9,19.7,13.9,2.2,3.3,108.7,22.4,102.8,49.5,18.8,73.8,1.2,25.7
marbust01,Stephon Marbury,1998,20,PG,MIN,+0.8,MIN,82,3112,78.1,38.0,18.1,50.5,8.8,2.9,1.4,3.2,+2.8,-1.7,+1.1,6.1,10.9,9.7,24.1,36.1,15.1,2.1,6.2,4.2,1.7,0.2,105.5,25.1,110.6,44.8,31.3,73.1,24.6,36.4
mitchsa01,Sam Mitchell,1998,34,SF,MIN,+0.8,MIN,81,2239,56.2,27.6,17.4,53.9,1.9,6.7,1.5,1.1,+0.7,-0.5,+0.2,3.3,10.2,10.4,19.7,7.6,6.6,6.0,13.4,9.8,1.5,0.7,114.9,18.6,108.2,47.0,34.9,83.2,5.4,36.5
portete01,Terry Porter,1998,34,PG,MIN,+0.8,MIN,82,1786,44.8,21.8,16.9,58.6,5.9,3.7,1.7,2.3,+2.8,-1.3,+1.5,3.8,12.0,13.2,19.1,23.5,13.6,2.4,8.2,5.3,1.8,0.6,116.9,19.2,109.4,48.5,39.5,85.6,40.4,33.8
parksch02,Cherokee Parks,1998,25,C,MIN,+0.8,MIN,79,1703,42.7,21.6,12.7,53.3,1.2,10.0,2.8,1.5,-2.4,+0.4,-2.0,0.6,8.2,9.1,15.4,4.7,11.2,9.4,19.6,14.6,1.1,3.6,109.3,15.3,104.8,50.0,0.0,65.1,0.2,37.6
guglito01,Tom Gugliotta,1998,28,SF,MIN,+0.8,MIN,41,1582,39.7,38.6,20.2,56.1,4.1,8.7,2.0,2.7,+2.5,+0.3,+2.9,4.5,15.0,15.1,23.6,17.9,12.9,7.7,17.8,12.8,2.0,1.0,111.6,23.4,105.5,51.3,11.8,82.1,2.7,35.1
roberst01,Stanley Roberts,1998,27,C,MIN,+0.8,MIN,74,1328,33.3,17.9,13.4,50.3,0.8,10.6,2.8,2.0,-4.2,+0.1,-4.1,-0.9,6.3,5.9,17.5,3.1,13.3,9.4,21.5,15.5,0.9,3.8,98.4,17.2,104.2,49.5,,48.1,0.0,40.4
carrch01,Chris Carr,1998,23,SG,MIN,+0.8,MIN,51,1165,29.2,22.8,16.8,50.9,2.8,5.2,0.9,2.3,-0.4,-2.8,-3.2,-0.3,6.9,5.0,21.5,11.6,12.2,4.2,10.8,7.6,0.8,0.7,101.5,20.5,110.6,46.2,31.5,84.8,28.1,21.9
hammoto01,Tom Hammonds,1998,30,PF,MIN,+0.8,MIN,57,1140,28.6,20.0,11.8,56.9,1.2,9.2,1.1,1.6,-1.3,-1.9,-3.2,-0.3,7.7,8.2,13.7,4.6,13.6,10.1,16.9,13.5,0.7,1.1,114.0,14.1,108.4,51.8,0.0,69.7,0.4,53.7
peelean01,Anthony Peeler,1998,28,SG,MIN,+0.8,MIN,30,991,24.9,33.0,15.3,53.3,4.5,4.0,2.3,1.8,+1.4,+0.2,+1.6,2.2,9.6,11.2,18.4,18.1,10.9,3.6,8.2,5.9,2.7,0.4,109.5,18.0,107.6,44.2,45.3,78.0,30.5,11.8
westdo01,Doug West,1998,30,SG,MIN,+0.8,MIN,38,688,17.3,18.1,8.9,41.6,2.5,4.6,0.9,1.2,-3.7,-2.5,-6.2,-1.2,2.2,0.0,13.5,9.4,10.0,3.8,9.6,6.8,0.8,0.5,93.7,13.3,110.8,37.9,0.0,72.5,1.2,23.4
jordare01,Reggie Jordan,1998,30,SG,MIN,+0.8,MIN,57,487,12.2,8.5,11.9,51.5,4.0,7.7,3.5,2.4,+0.4,+1.3,+1.6,1.1,7.6,11.7,15.9,15.1,17.2,13.4,9.2,11.3,3.7,1.3,108.2,17.8,104.4,48.2,0.0,56.9,0.9,63.7
willimi02,Micheal Williams,1998,31,PG,MIN,+0.8,MIN,25,161,4.0,6.4,15.5,51.2,7.7,3.4,2.7,3.9,-1.4,-0.8,-2.2,0.0,8.5,5.6,21.7,28.7,20.4,1.4,8.4,4.9,2.9,0.9,102.6,22.9,106.6,36.4,0.0,97.0,8.3,68.8
wheatde01,DeJuan Wheat,1998,24,PG,MIN,+0.8,MIN,34,150,3.8,4.4,14.8,50.4,6.5,2.9,1.8,2.3,-0.8,-1.7,-2.5,0.0,8.2,8.8,19.4,25.3,13.7,2.3,6.0,4.2,2.1,0.5,105.3,19.8,109.7,36.4,47.1,60.0,34.0,30.0
curlebi01,Bill Curley,1998,25,PF,MIN,+0.8,MIN,11,146,3.7,13.3,9.1,49.5,1.1,7.5,1.1,0.8,-2.5,-1.7,-4.2,-0.1,3.1,3.1,11.4,4.0,8.0,8.6,13.1,10.9,1.1,0.5,109.1,11.3,109.0,50.0,0.0,66.7,3.0,9.1
roziecl01,Clifford Rozier,1998,25,C,MIN,+0.8,MIN,6,30,0.8,5.0,7.8,46.6,0.0,7.8,0.0,5.2,-10.0,-5.2,-15.2,-0.2,-4.5,-9.7,15.5,0.0,38.3,11.5,11.2,11.4,0.0,0.0,66.2,16.5,112.0,50.0,,0.0,0.0,16.7
kittlke01,Kerry Kittles,1998,23,SG,NJN,+1.7,NJN,77,2814,70.8,36.5,18.7,52.5,2.5,5.1,2.4,1.5,+2.6,+0.4,+3.0,8.2,11.6,13.5,21.2,10.6,7.7,5.1,10.1,7.4,2.5,1.0,114.7,19.8,107.0,44.7,41.8,80.8,22.8,21.7
gillke01,Kendall Gill,1998,29,SF,NJN,+1.7,NJN,81,2733,68.7,33.7,15.7,48.6,2.9,5.7,3.2,1.8,+0.2,+1.7,+1.9,6.6,9.1,9.6,19.8,11.9,10.0,4.5,12.6,8.3,3.0,1.7,105.8,19.1,104.5,44.9,25.7,68.8,10.4,33.6
cassesa01,Sam Cassell,1998,28,PG,NJN,+1.7,NJN,75,2606,65.5,34.7,22.3,53.3,9.1,3.5,2.1,4.1,+3.8,-1.1,+2.7,7.3,14.5,12.4,27.5,40.4,16.3,3.0,7.4,5.1,2.4,0.6,110.9,28.8,108.1,46.0,18.8,86.0,6.9,43.9
willija01,Jayson Williams,1998,29,C,NJN,+1.7,NJN,65,2343,58.9,36.0,14.1,54.1,1.1,14.9,1.6,1.6,+2.4,-0.2,+2.1,5.8,12.4,17.0,16.1,4.5,10.9,20.5,23.2,21.8,1.0,1.5,120.9,17.4,105.4,50.1,0.0,66.6,0.6,45.4
vanhoke01,Keith Van Horn,1998,22,PF,NJN,+1.7,NJN,62,2325,58.5,37.5,20.7,51.6,1.8,6.9,1.5,2.8,+0.5,-1.3,-0.8,2.3,10.0,8.5,25.2,7.9,12.2,6.6,14.1,10.1,1.5,0.8,106.0,23.8,107.9,45.8,30.8,84.6,21.4,29.1
douglsh01,Sherman Douglas,1998,31,PG,NJN,+1.7,NJN,80,1699,42.7,21.2,14.9,54.1,7.4,3.1,1.4,2.6,+1.7,-2.1,-0.4,2.0,10.5,10.3,17.9,30.4,15.7,3.3,6.0,4.6,1.7,0.3,113.1,19.2,110.2,51.4,30.4,66.9,8.9,33.4
gatlich01,Chris Gatling,1998,30,PF,NJN,+1.7,NJN,57,1359,34.2,23.8,19.1,49.6,1.5,9.7,2.4,2.9,-1.9,-0.2,-2.2,0.4,9.6,8.9,24.3,6.7,13.0,9.4,19.7,14.2,2.0,1.6,101.0,23.7,104.4,45.7,25.0,60.0,0.7,48.6
cagemi01,Michael Cage,1998,36,C,NJN,+1.7,NJN,79,1201,30.2,15.2,3.5,53.1,1.1,10.1,2.9,0.8,-2.4,+1.3,-1.1,1.0,7.4,11.2,4.4,3.6,18.7,10.4,19.9,14.8,2.0,2.7,122.1,5.7,103.8,51.8,0.0,55.6,1.2,42.9
benoida01,David Benoit,1998,29,SF,NJN,+1.7,NJN,53,799,20.1,15.1,14.0,48.9,0.8,7.0,2.1,1.9,-1.5,-1.3,-2.8,0.0,4.9,4.6,17.8,3.3,11.9,5.7,15.3,10.2,1.7,1.5,101.9,16.5,106.3,40.7,34.5,84.1,44.2,16.4
harrilu01,Lucious Harris,1998,27,SG,NJN,+1.7,NJN,50,671,16.9,13.4,11.3,47.5,2.5,3.1,2.8,1.2,-1.0,+0.5,-0.5,0.8,4.8,6.2,14.4,9.4,9.5,3.4,5.7,4.5,3.3,0.6,106.5,13.9,106.8,41.3,30.8,74.5,22.0,31.1
edwarke01,Kevin Edwards,1998,32,SG,NJN,+1.7,NJN,27,352,8.9,13.0,10.2,40.4,2.9,3.8,2.4,2.2,-4.1,-0.2,-4.3,-0.3,5.2,4.0,16.4,11.1,15.1,3.4,8.1,5.6,3.1,0.0,88.1,15.9,106.9,34.7,36.4,86.7,10.4,14.2
evansbr01,Brian Evans,1998,24,SF,NJN,+1.7,NJN,28,332,8.4,11.9,13.7,52.3,2.9,6.2,1.4,1.7,-0.0,-2.4,-2.4,0.1,7.0,7.7,16.2,11.5,11.3,5.9,12.7,9.1,1.1,1.1,111.5,15.8,108.7,45.3,40.5,66.7,39.6,8.5
mcdanxa01,Xavier McDaniel,1998,34,SF,NJN,+1.7,NJN,20,180,4.5,9.0,5.5,37.3,2.0,6.8,1.1,1.8,-4.5,-2.5,-6.9,-0.4,1.6,0.2,10.0,7.0,19.3,7.2,13.1,10.0,0.9,0.8,86.6,10.6,109.3,33.3,,62.5,0.0,26.7
vaughda02,David Vaughn,1998,24,PF,NJN,+1.7,NJN,15,161,4.0,10.7,10.8,59.5,0.5,12.0,2.2,2.2,-1.2,-1.3,-2.5,0.0,6.6,7.8,12.4,1.9,19.6,12.8,23.0,17.6,1.6,1.8,111.0,13.2,103.6,57.6,,66.7,0.0,27.3
seikaro01,Rony Seikaly,1998,32,C,NJN,+1.7,NJN,9,152,3.8,16.9,10.9,39.7,2.1,9.4,1.8,3.1,-6.0,-2.4,-8.4,-0.4,1.1,-0.9,18.6,7.7,18.5,11.4,16.3,13.7,1.0,1.9,86.7,19.3,107.1,31.7,,59.3,0.0,65.9
dareyi01,Yinka Dare,1998,25,C,NJN,+1.7,NJN,10,60,1.5,6.0,7.9,27.9,0.7,11.2,1.3,1.3,-6.8,-2.6,-9.3,-0.2,-1.6,-1.5,17.0,2.4,8.5,18.1,14.4,16.4,0.0,2.5,82.1,17.2,109.6,22.2,,50.0,0.0,44.4
haleyja01,Jack Haley,1998,34,C,NJN,+1.7,NJN,16,51,1.3,3.2,17.1,40.4,0.0,11.6,0.8,3.1,-8.2,-3.1,-11.3,-0.2,0.0,-4.4,26.6,0.0,12.8,10.7,24.2,17.0,0.0,1.5,87.2,26.0,107.0,29.4,0.0,57.1,5.6,116.7
macledo01,Don MacLean,1998,28,SF,NJN,+1.7,NJN,9,42,1.1,4.7,2.8,15.0,0.0,4.7,0.0,1.9,-9.8,-4.8,-14.6,-0.3,-9.0,-13.8,12.4,0.0,16.7,7.8,5.9,6.9,0.0,0.0,45.9,11.4,113.8,0.0,50.0,,20.0,0.0
houstal01,Allan Houston,1998,26,SG,NYK,+2.8,NYK,82,2848,71.8,34.7,21.6,53.0,3.0,3.9,1.2,2.9,-0.5,-0.5,-1.0,2.5,10.9,8.7,26.7,14.3,12.3,1.8,9.8,5.8,1.2,0.7,102.4,25.1,103.3,46.0,38.5,85.1,16.7,26.2
oaklech01,Charles Oakley,1998,34,PF,NYK,+2.8,NYK,79,2734,68.9,34.6,10.6,47.5,3.0,10.8,2.2,1.9,-1.2,+2.8,+1.6,6.0,10.9,12.2,15.0,12.1,14.4,9.5,22.3,15.9,2.4,0.6,102.0,15.6,96.9,44.4,0.0,85.1,0.9,16.3
johnsla02,Larry Johnson,1998,28,SF,NYK,+2.8,NYK,70,2412,60.8,34.5,18.4,53.9,2.5,6.8,0.9,2.1,+0.8,-0.3,+0.5,4.0,11.0,11.7,22.1,11.4,11.2,8.7,11.3,10.0,0.9,0.4,109.1,21.5,103.7,50.4,23.8,75.6,7.1,32.0
wardch01,Charlie Ward,1998,27,PG,NYK,+2.8,NYK,82,2317,58.4,28.3,11.3,56.7,8.2,4.8,3.2,3.1,+1.8,+3.0,+4.7,8.9,13.0,15.4,15.0,32.4,23.6,1.7,12.6,7.1,3.4,1.2,107.5,16.7,97.5,51.2,37.7,80.5,41.7,21.9
starkjo01,John Starks,1998,32,SG,NYK,+2.8,NYK,82,2188,55.2,26.7,19.8,50.4,4.1,4.3,1.5,2.7,+1.0,+0.3,+1.3,4.6,9.5,9.0,25.6,18.1,12.0,2.6,10.0,6.3,1.9,0.2,101.3,24.4,102.0,44.1,32.7,78.7,42.0,24.8
millsch01,Chris Mills,1998,28,SF,NYK,+2.8,NYK,80,2183,55.0,27.3,14.5,51.2,2.5,7.6,1.4,2.0,-0.5,+0.4,-0.1,3.0,9.2,9.1,18.6,10.4,12.4,6.6,15.9,11.2,1.1,1.1,104.3,18.2,101.3,46.8,29.2,80.4,20.3,28.0
childch01,Chris Childs,1998,30,PG,NYK,+2.8,NYK,68,1599,40.3,23.5,10.9,52.4,6.8,4.1,1.6,2.6,-0.1,+0.3,+0.2,2.4,8.7,8.2,15.0,26.6,20.1,2.2,10.0,6.1,1.9,0.3,105.3,16.3,101.9,45.7,31.0,82.5,24.6,35.6
dudlech02,Chris Dudley,1998,32,C,NYK,+2.8,NYK,51,858,21.6,16.8,7.5,42.8,1.0,13.1,3.0,2.1,-4.4,+2.4,-2.0,0.3,4.9,6.9,12.4,3.7,19.3,15.0,23.5,19.2,0.8,4.6,93.1,13.8,96.8,40.6,,44.6,0.0,64.3
ewingpa01,Patrick Ewing,1998,35,C,NYK,+2.8,NYK,26,848,21.4,32.6,26.0,55.7,1.3,12.8,3.6,3.7,-1.5,+3.6,+2.1,2.1,18.5,18.0,31.1,6.8,13.7,8.3,29.3,18.8,1.0,5.3,103.1,29.1,94.4,50.6,0.0,72.0,0.5,46.2
willibu01,Buck Williams,1998,37,PF,NYK,+2.8,NYK,41,738,18.6,18.0,11.2,56.0,1.2,10.1,1.8,2.1,-1.3,+0.4,-0.9,0.7,8.0,10.2,13.9,4.6,17.4,12.6,17.2,14.9,1.3,1.6,109.7,14.6,100.2,50.3,,73.2,0.0,47.7
cummite01,Terry Cummings,1998,36,PF,NYK,+2.8,NYK,30,529,13.3,17.6,18.1,50.1,2.0,10.4,1.6,2.6,-2.3,+0.5,-1.8,0.3,10.3,8.8,23.7,9.3,12.7,9.5,21.2,15.3,1.6,0.7,98.7,22.8,98.7,47.7,,70.0,0.0,18.5
bowiean01,Anthony Bowie,1998,34,SG,NYK,+2.8,NYK,27,224,5.6,8.3,13.7,59.6,2.0,4.7,1.5,1.3,-0.3,-0.3,-0.6,0.2,8.6,10.3,14.6,8.5,10.0,4.8,9.2,7.0,1.5,0.7,117.5,14.0,102.8,52.7,75.0,88.9,6.8,15.3
willihe01,Herb Williams,1998,39,PF,NYK,+2.8,NYK,27,178,4.5,6.6,8.5,39.8,0.9,6.6,3.4,1.1,-6.2,+2.1,-4.0,-0.1,1.3,0.1,13.6,3.6,9.7,4.0,15.6,9.8,1.8,3.9,82.7,12.8,97.5,41.9,,12.5,0.0,18.6
thompbr01,Brooks Thompson,1998,27,PG,NYK,+2.8,NYK,17,121,3.1,7.1,11.1,52.9,8.1,3.4,2.4,3.7,-1.2,+0.4,-0.8,0.1,8.3,7.2,16.4,32.3,26.1,0.0,10.0,5.0,2.7,0.6,97.4,17.9,100.0,60.0,28.6,60.0,48.3,17.2
myerspe01,Pete Myers,1998,34,SG,NYK,+2.8,NYK,9,40,1.0,4.4,14.3,55.4,3.1,10.2,4.1,4.1,-0.3,+4.5,+4.1,0.1,9.2,13.8,19.5,12.6,24.0,14.9,15.1,15.0,5.4,0.0,101.2,21.2,93.0,50.0,,66.7,0.0,60.0
davisbe01,Ben Davis,1998,25,PF,NYK,+2.8,NYK,7,13,0.3,1.9,12.6,20.0,0.0,18.8,3.1,0.0,-4.3,+3.3,-1.0,0.0,-8.1,0.7,36.1,0.0,0.0,55.2,0.0,27.7,4.2,0.0,77.6,36.8,100.0,20.0,,,0.0,0.0
outlabo01,Bo Outlaw,1998,26,PF,ORL,-1.2,ORL,82,2953,74.5,36.0,11.0,57.5,3.0,8.9,4.0,2.4,+0.5,+2.1,+2.6,8.0,10.5,14.0,13.3,12.3,20.5,9.9,15.6,12.7,2.0,4.4,108.5,14.6,101.1,55.7,25.0,57.5,0.7,57.6
grantho01,Horace Grant,1998,32,C,ORL,-1.2,ORL,76,2803,70.7,36.9,13.6,48.8,2.5,9.1,2.4,1.3,-0.6,+1.9,+1.3,5.7,11.4,13.1,16.9,11.0,8.5,9.4,16.8,13.0,1.6,2.0,108.9,16.8,103.2,46.2,0.0,67.8,0.8,23.2
harpede01,Derek Harper,1998,36,SG,ORL,-1.2,ORL,66,1761,44.4,26.7,13.3,49.1,5.5,2.4,1.9,2.4,+0.5,-0.4,+0.1,2.6,7.6,7.3,17.6,23.2,14.9,1.5,5.5,3.4,2.3,0.4,101.2,17.7,106.8,44.2,36.0,69.6,30.3,14.6
