player_id,player_name,season,type,age,team,pos,G,MP,MPG,TS_pct,Usg,FGA3r,FTAr,AST_pct,TOV_pct,ORB_pct,DRB_pct,TRB_pct,STL_pct,BLK_pct,pace_impact,raptor_off,raptor_def,raptor_tot,war_total
greendr01,Draymond Green,2019,PO,28,GSW,PF,22,851,38.7,56.1,17.5,24.9,31,30.8,24.2,5.7,23.9,15.1,1.8,3.8,2.7,2.9,4.4,7.3,4.63
curryst01,Stephen Curry,2019,PO,30,GSW,PG,22,846,38.5,62,29,56.6,36.4,23.9,11.7,2.4,15.2,9,1.4,0.5,2,7.6,-0.9,6.7,4.3
thompkl01,Klay Thompson,2019,PO,28,GSW,SG,21,818,39,57.5,22.1,43.9,11.4,8.3,9.1,1.7,10.1,6,1.7,1.8,-0.1,0.1,-1.4,-1.3,0.63
iguodan01,Andre Iguodala,2019,PO,35,GSW,SF,21,629,30,56.5,14,48.2,22.3,18.4,10.3,5.1,11.4,8.3,1.9,3.6,-0.3,1.4,0.5,1.9,1.55
duranke01,Kevin Durant,2019,PO,30,GSW,SF,12,442,36.8,66.1,32.9,32.9,46.5,21.6,12.8,0.3,14.7,7.7,1.4,2.6,1.3,6.8,0,6.8,2.24
looneke01,Kevon Looney,2019,PO,22,GSW,C,21,432,20.6,70.4,11.9,0,31.2,6.6,10.9,11.2,13.7,12.5,1.4,2.5,-0.9,1.4,2.9,4.2,1.58
livinsh01,Shaun Livingston,2019,PO,33,GSW,PG,22,322,14.6,51.7,12.7,2.7,33.3,13,8.5,4,6.9,5.5,1.5,1.2,-1.6,-1.7,-2.6,-4.3,-0.27
mckinal01,Alfonzo McKinnie,2019,PO,26,GSW,SF,22,235,10.7,52.1,12.8,54.2,16.9,2.3,8.6,8.6,15.7,12.2,0.4,0.4,-0.5,-1.3,-1.6,-2.9,-0.02
cookqu01,Quinn Cook,2019,PO,25,GSW,PG,17,193,11.4,49.5,17.5,48.6,5.7,8.8,7.7,1.2,9.3,5.4,0.8,0.5,-0.9,-2.9,-2.4,-5.2,-0.25
bogutan01,Andrew Bogut,2019,PO,34,GSW,C,19,179,9.4,66.3,11.9,0,13.5,16.4,20.3,15.2,31.9,23.8,1.4,3.3,-0.2,-0.4,1,0.6,0.32
couside01,DeMarcus Cousins,2019,PO,28,GSW,C,8,133,16.6,47.7,27.1,22.6,47.2,20.7,22.9,8,25.2,16.9,1.8,4.4,1.8,-5.2,1,-4.2,-0.11
jerebjo01,Jonas Jerebko,2019,PO,31,GSW,PF,16,121,7.6,38.1,16.7,45.2,14.3,13.2,4.3,14.7,17.6,16.2,0.4,1.6,-1.9,0.4,-5.1,-4.7,-0.12
belljo01,Jordan Bell,2019,PO,24,GSW,C,15,106,7.1,57.9,15.3,0,32.3,15.1,5.3,7.8,12.7,10.3,1.8,6.4,-1.5,1.4,-3,-1.6,0.06
evansja02,Jacob Evans,2019,PO,21,GSW,SG,7,18,2.6,50,16.9,40,0,7.5,28.6,0,6.2,3.2,0,0,0.7,-5.6,2.2,-3.4,-0.01
jonesda03,Damian Jones,2019,PO,23,GSW,C,4,8,2,79.8,15.6,0,200,0,34.7,0,28,14.4,0,0,2.6,-12.8,-1.2,-14.1,-0.05
hardeja01,James Harden,2019,RS,29,HOU,PG,78,2867,36.8,61.6,40.5,53.9,44.9,39.5,14.5,2.5,17.8,10,2.7,1.7,0.2,9.8,1.1,10.9,20.06
tuckepj01,PJ Tucker,2019,RS,33,HOU,PF,82,2802,34.2,54.7,9.5,74,11.3,4.6,10.3,4.7,14.4,9.5,2.3,1.2,-0.6,-1.8,1.7,0,3.87
capelca01,Clint Capela,2019,RS,24,HOU,C,67,2249,33.6,65.8,18.2,0,35.7,7.1,10,14.4,27.6,20.8,1,3.9,-0.9,1.1,2.1,3.1,6.7
gordoer01,Eric Gordon,2019,RS,30,HOU,SG,68,2158,31.7,54.9,22,64,16.2,9.4,8.2,0.9,6.9,3.8,0.9,1.1,0.6,0.8,-1.9,-1.1,1.81
paulch01,Chris Paul,2019,RS,33,HOU,PG,58,1857,32,56,22.5,49.3,28.2,39.3,15.8,2.1,13.9,7.9,3,0.8,0.3,3.6,0.9,4.4,6.8
greenge01,Gerald Green,2019,RS,33,HOU,SG,73,1473,20.2,55.5,19.5,76.3,11.8,4.1,8.3,2.2,11.7,6.8,1.1,1.6,0.3,0.1,-2.3,-2.1,0.46
riverau01,Austin Rivers,2019,RS,26,HOU,SG,47,1345,28.6,51.1,13.9,58.5,13,11.7,7.4,1.2,6.4,3.7,1.1,0.8,-0.3,-1.3,-0.7,-1.9,0.55
houseda01,Danuel House Jr.,2019,RS,25,HOU,SF,39,979,25.1,64.6,14.1,70.6,28.2,5.9,11,2.8,13.3,7.9,1.1,1,0,1,-0.5,0.5,1.64
ennisja01,James Ennis III,2019,RS,28,HOU,SF,40,949,23.7,62.2,11.9,56.9,27.5,4.1,8.9,4.2,9.5,6.8,2,1.4,0,-1.4,-1.4,-2.9,-0.06
clarkga01,Gary Clark,2019,RS,24,HOU,PF,51,641,12.6,48,10.9,91.4,4.6,3.8,4.3,4.1,16.2,10,1.5,3.5,-0.4,-1.1,-2.1,-3.2,-0.16
farieke01,Kenneth Faried,2019,RS,29,HOU,C,25,610,24.4,62.2,20.4,9,37.2,4.9,9.4,14.6,23,18.7,1.2,2.6,0.4,0.7,-0.3,0.3,0.97
hilarne01,Nene,2019,RS,36,HOU,C,42,546,13,55.2,11.7,2.6,40.5,6.8,7.4,6.7,18.4,12.5,1.6,2.3,-0.4,-2.1,3,0.9,1.02
shumpim01,Iman Shumpert,2019,RS,28,HOU,SG,20,382,19.1,45.6,12.7,72.4,4.1,7.6,10.7,2.3,13.6,7.8,1.5,0.9,0.1,-4.4,-0.2,-4.6,-0.36
anthoca01,Carmelo Anthony,2019,RS,34,HOU,PF,10,294,29.4,51.3,20.5,52.9,18.2,2.6,5.8,3.3,17.3,10.2,0.7,2,-0.2,-2.5,-2.6,-5.1,-0.36
harteis01,Isaiah Hartenstein,2019,RS,20,HOU,PF,28,221,7.9,56.2,11.8,14.6,34.1,9.4,21.6,10.3,13.3,11.8,1.6,4.6,0.6,-2.8,1,-1.8,0.11
cartemi01,Michael Carter-Williams,2019,RS,27,HOU,PG,16,145,9.1,47.6,24.7,31.1,42.6,22.7,12.1,2.2,7.8,5,3,3.5,1.3,-3.5,-0.8,-4.3,-0.11
knighbr03,Brandon Knight,2019,RS,27,HOU,PG,12,118,9.8,34.7,20.9,68.1,23.4,10.6,8.8,0.9,7.7,4.2,0.8,0,-0.3,-7.8,-1.9,-9.7,-0.42
chrisma01,Marquese Chriss,2019,RS,21,HOU,PF,16,104,6.5,39.1,20.5,44.1,20.6,8.2,24.4,7.3,22.8,14.9,0.9,3.3,1.3,-11.6,-2.9,-14.5,-0.63
nunnaja01,James Nunnally,2019,RS,28,HOU,SF,2,38,19,34.6,14.8,92.3,0,7.2,0,0,3,1.5,0,0,-0.3,-2.7,-9.1,-11.8,-0.17
chiozch01,Chris Chiozza,2019,RS,23,HOU,PG,7,33,4.7,37.5,11.8,62.5,0,16.1,11.1,3.3,10.3,6.7,1.5,2.6,-0.8,-5.5,-8.1,-13.6,-0.18
edwarvi01,Vincent Edwards,2019,RS,22,HOU,SF,2,16,8,37.5,10.9,100,0,0,0,6.8,7.1,6.9,0,0,-1.4,-2.1,-2.3,-4.4,-0.01
joneste01,Terrence Jones,2019,RS,27,HOU,PF,2,5,2.5,22.5,47.2,50,25,0,18.4,0,90.3,44.2,0,0,9,-26.3,2.8,-23.6,-0.06
qizh01,Zhou Qi,2019,RS,23,HOU,PF,1,1,1,100,43.4,0,0,0,0,0,0,0,0,0,-1.1,2.6,-8.5,-5.8,0
tuckepj01,PJ Tucker,2019,PO,33,HOU,PF,11,426,38.7,63.7,10.9,64.8,26.1,6.6,7.5,5.2,16.2,10.8,2.2,1.7,-0.6,2.5,3.7,6.2,2
hardeja01,James Harden,2019,PO,29,HOU,PG,11,424,38.5,56.7,37.1,51.9,37.1,33.7,14.2,2.5,17.3,10.1,2.8,2.2,2.3,7.9,1.3,9.2,2.73
gordoer01,Eric Gordon,2019,PO,30,HOU,SG,11,410,37.3,60.4,20.3,63.3,18.7,5.7,14.3,1.4,5.9,3.7,0.8,2.5,0.5,0,-3.3,-3.2,-0.11
paulch01,Chris Paul,2019,PO,33,HOU,PG,11,397,36.1,55.7,22.7,42.6,30.4,25.1,18.1,4.1,15.4,9.9,3,1.6,-0.1,1.6,4,5.7,1.75
capelca01,Clint Capela,2019,PO,24,HOU,C,11,331,30.1,54.9,15,0,42.7,7.7,14.1,14.4,23.8,19.2,0.4,3.4,-1.1,-1.2,1.1,-0.1,0.45
riverau01,Austin Rivers,2019,PO,26,HOU,SG,10,215,21.5,57.2,14.8,56.5,9.7,7.2,11,1.1,9.7,5.5,1.2,0.4,-0.3,-0.6,-0.3,-0.9,0.21
houseda01,Danuel House Jr.,2019,PO,25,HOU,SF,7,141,20.1,42,13.9,83.8,21.6,1,9,1.7,15.5,8.8,1.1,1.3,-0.2,-2.5,-2,-4.6,-0.13
shumpim01,Iman Shumpert,2019,PO,28,HOU,SG,8,109,13.6,52.2,12.4,84.6,15.4,2.7,9.8,1.1,11,6.2,0.5,0,-0.3,-0.4,-0.4,-0.9,0.11
greenge01,Gerald Green,2019,PO,33,HOU,SG,11,97,8.8,46.2,20.5,72.5,12.5,1.6,6.6,0,13.5,7,1.5,2.9,0.2,-2.2,-0.6,-2.8,0
farieke01,Kenneth Faried,2019,PO,29,HOU,C,6,56,9.3,76.7,12.3,7.7,46.2,5.9,0,6.2,35.1,21.1,1.8,0,-0.3,0.7,3,3.7,0.19
hilarne01,Nene,2019,PO,36,HOU,C,7,53,7.6,96.7,14.1,0,90,9.8,17.7,19.8,10.3,14.9,2.8,3.5,-0.6,8.2,2.2,10.4,0.36
clarkga01,Gary Clark,2019,PO,24,HOU,PF,2,4,2,0,0,0,0,0,0,0,27.3,14.1,0,0,1.1,-4.7,-3.3,-8,-0.01
harteis01,Isaiah Hartenstein,2019,PO,20,HOU,PF,2,2,1,100,43.9,0,0,0,0,58.2,0,28.2,0,0,4.2,10.5,-13,-2.5,0
bogdabo02,Bojan Bogdanovic,2019,RS,29,IND,SF,81,2573,31.8,61.3,22.4,36.7,29,9.5,10.2,1.5,12.7,7.2,1.3,0,0.4,0.6,-0.4,0.3,3.96
youngth01,Thaddeus Young,2019,RS,30,IND,PF,81,2489,30.7,56.9,18,17.4,16.1,12,12,8.7,14.4,11.7,2.4,1.3,-0.8,0.6,1.7,2.3,6.36
collida01,Darren Collison,2019,RS,31,IND,PG,76,2143,28.2,57.4,17.7,29.4,28.8,29.9,14.4,1.9,9.9,6,2.5,0.4,-0.8,0.8,0,0.9,3.92
turnemy01,Myles Turner,2019,RS,22,IND,C,74,2119,28.6,56.7,20,25.1,25.8,8,10.3,5.4,22,13.9,1.4,8.4,0,-2,1.9,-0.1,2.88
josepco01,Cory Joseph,2019,RS,27,IND,PG,82,2063,25.2,47.4,13.7,31.2,7.8,20.7,12.4,2.1,12.6,7.5,2.2,0.9,-1.2,-0.8,2.5,1.7,4.64
sabondo01,Domantas Sabonis,2019,RS,22,IND,C,74,1838,24.8,63,23.5,2.4,41.6,18.2,16.2,11.5,29.8,20.8,1.3,1.5,0.2,1.2,0.3,1.5,4
evansty01,Tyreke Evans,2019,RS,29,IND,SG,69,1402,20.3,48.3,26.4,32.7,24.2,17.5,13.9,2.7,13,7.9,2,1.1,0.5,-0.7,0.5,-0.2,1.82
mcderdo01,Doug McDermott,2019,RS,27,IND,SF,77,1340,17.4,61.7,16.3,48.8,18.7,7.1,8.4,1.4,7.5,4.5,0.7,0.5,-0.1,0.3,-2.4,-2.1,0.45
oladivi01,Victor Oladipo,2019,RS,26,IND,SG,36,1147,31.9,51.9,27.9,36.7,24,25.2,11.2,2.1,17.1,9.8,2.6,0.9,0.7,1.3,2.5,3.8,3.83
matthwe02,Wesley Matthews,2019,RS,32,IND,SG,23,725,31.5,54.3,15.8,61.9,22.9,10.1,11.8,1.7,8.1,5,1.3,0.5,0,-1,0.5,-0.5,0.83
holidaa01,Aaron Holiday,2019,RS,22,IND,PG,50,646,12.9,51.8,21.9,48.5,19.1,19.3,12.3,0.9,10.4,5.8,1.6,1.8,0.7,-0.5,2.4,1.9,1.54
leaftj01,TJ Leaf,2019,RS,21,IND,PF,58,522,9,57.2,17.5,16.9,16.9,6.9,5.8,9.3,17.1,13.3,0.8,3.2,-0.2,0,2.1,2.1,1.28
oquinky01,Kyle O'Quinn,2019,RS,28,IND,C,45,371,8.2,53.7,20.8,8.8,15.4,22.4,17.6,8.9,26.4,17.8,1.2,6,1.3,-1.6,-2.6,-4.2,-0.28
sumneed01,Edmond Sumner,2019,RS,23,IND,PG,23,210,9.1,44.3,17.6,42.2,37.5,6.3,11.8,4.9,7.8,6.3,2.8,2.1,0.6,-3.8,-0.8,-4.7,-0.21
johnsal02,Alize Johnson,2019,RS,22,IND,PF,14,64,4.6,33.3,13.3,12.5,50,2,0,7.1,25.5,16.5,0.8,4.2,-1.2,-2.1,-2.9,-5,-0.07
reedda01,Davon Reed,2019,RS,23,IND,SG,10,47,4.7,50,12.1,33.3,0,8.5,7.7,4.8,9.2,7.1,1,0,-0.1,-1.7,-1,-2.7,0
anigbik01,Ike Anigbogu,2019,RS,20,IND,C,3,6,2,0,29.1,0,0,19.4,25,18.9,36.2,27.7,0,14.8,2.5,-22.4,-30.2,-52.6,-0.16
bogdabo02,Bojan Bogdanovic,2019,PO,29,IND,SF,4,148,37,51.1,23.7,34.9,27,14.1,7.8,2,16.3,8.5,2.7,0,0.4,0.8,-5.2,-4.4,-0.13
youngth01,Thaddeus Young,2019,PO,30,IND,PF,4,130,32.5,46.6,17.7,19,16.7,20.6,10,6.9,17.6,11.7,4.3,2.2,-1.7,1.1,6.4,7.5,0.69
turnemy01,Myles Turner,2019,PO,22,IND,C,4,126,31.5,47.9,15.9,40,37.1,8.1,6.9,3.2,20.1,10.8,0,5.3,1.8,-1.3,4.4,3.1,0.4
matthwe02,Wesley Matthews,2019,PO,32,IND,SG,4,119,29.8,44.7,15.2,70,10,10.8,20.3,0,10.1,4.6,1.3,0.8,1.2,-2.7,-0.3,-3,-0.02
collida01,Darren Collison,2019,PO,31,IND,PG,4,117,29.3,50.4,22.6,24.4,13.3,25.5,17.3,3.4,8.3,5.6,0.9,0,0.9,-2.8,1.9,-0.9,0.12
sabondo01,Domantas Sabonis,2019,PO,22,IND,C,4,96,24,48.4,19.2,13.8,48.3,29.1,12.5,7.3,27.7,16.5,1.6,1,-1.1,-4.2,4.7,0.5,0.16
josepco01,Cory Joseph,2019,PO,27,IND,PG,4,85,21.3,60.3,13.4,37.5,8.3,8.5,0,1.2,8.5,4.5,2.4,0,-3.1,-2.8,-3.3,-6.1,-0.15
evansty01,Tyreke Evans,2019,PO,29,IND,SG,4,84,21,56.3,32.9,41.7,29.2,8,10,0,24.4,11,1.2,1.1,0.1,1.2,-1.4,-0.1,0.12
mcderdo01,Doug McDermott,2019,PO,27,IND,SF,3,29,9.7,25.5,18.6,70,40,21.9,0,10.3,8.3,9.4,0,3.3,-0.4,-0.8,0.5,-0.3,0.04
holidaa01,Aaron Holiday,2019,PO,22,IND,PG,3,13,4.3,50,21.2,40,0,0,16.7,0,0,0,0,0,0.3,-8.6,-5.6,-14.3,-0.08
leaftj01,TJ Leaf,2019,PO,21,IND,PF,1,10,10,25.8,17.8,33.3,66.7,0,0,9.9,24.2,16.4,0,0,0,0.5,26.4,26.9,0.16
oquinky01,Kyle O'Quinn,2019,PO,28,IND,C,1,2,2,0,23,0,0,0,100,0,0,0,0,0,14.2,-6.5,9.4,3,0.01
sumneed01,Edmond Sumner,2019,PO,23,IND,PG,1,2,2,0,0,0,0,0,0,0,100,54.5,0,0,-1.9,12.6,16.2,28.8,0.03
gilgesh01,Shai Gilgeous-Alexander,2019,RS,20,LAC,PG,82,2174,26.5,55.4,18.3,19.4,27.2,17.8,15,2.9,8.3,5.7,2.1,1.6,0.1,-1.1,0.2,-0.9,2.1
harremo01,Montrezl Harrell,2019,RS,25,LAC,C,82,2158,26.3,63.6,23.5,1.9,46.6,12.5,11,9.3,16.7,13.1,1.6,4,0.6,0.9,1.2,2,5.31
beverpa01,Patrick Beverley,2019,RS,30,LAC,PG,78,2137,27.4,56.1,12.2,59.1,25.8,18.4,13.8,3.9,15,9.6,1.5,1.6,-0.4,1.2,1.1,2.3,5.52
gallida01,Danilo Gallinari,2019,RS,30,LAC,SF,68,2059,30.3,63.3,23.8,42.1,45.9,13.2,8.5,2.9,18.1,10.7,1.1,0.9,-0.5,4.7,0.2,4.9,7.98
willilo02,Lou Williams,2019,RS,32,LAC,SG,75,1993,26.6,55.4,32.4,25.6,42.6,33,11.8,2.2,9.4,5.9,1.3,0.4,1.6,5.1,-3.7,1.4,4.3
harrito02,Tobias Harris,2019,RS,26,LAC,PF,55,1903,34.6,60.5,23.5,30.2,25.6,12.5,10.3,2.1,21.3,12,1,1,-0.8,1.3,-0.8,0.6,3.18
bradlav01,Avery Bradley,2019,RS,28,LAC,SG,49,1463,29.9,46.4,14.2,41,6,8.8,12.4,2.6,6.7,4.7,0.9,0.9,-0.2,-3.6,0.7,-2.9,-0.15
gortama01,Marcin Gortat,2019,RS,34,LAC,C,47,751,16,56.2,14.4,0,25.8,12,19.4,9.8,26.5,18.4,0.4,2.5,-0.1,-3.6,0.7,-2.8,-0.03
scottmi01,Mike Scott,2019,RS,30,LAC,PF,52,748,14.4,52.1,14.9,57.8,7.8,8.1,10.2,3.5,20.6,12.3,1.1,0.8,0.1,-1.5,-1.1,-2.6,0.06
shamela01,Landry Shamet,2019,RS,21,LAC,SG,25,694,27.8,60.1,15,71.9,18.6,11.5,7.7,1.1,7.3,4.3,0.9,0.2,0.2,1.3,-1.2,0.1,1.02
wallaty01,Tyrone Wallace,2019,RS,24,LAC,PG,62,628,10.1,45,18.7,8.8,26.3,9.5,12.9,3.5,13.2,8.5,1.6,0.9,0.4,-2.4,0.6,-1.9,0.28
zubaciv01,Ivica Zubac,2019,RS,21,LAC,C,26,524,20.2,57.4,20.1,0,32.3,10.9,14.8,12.7,27.2,20.2,0.9,3.6,0.1,-3.1,1.8,-1.4,0.37
templga01,Garrett Temple,2019,RS,32,LAC,SG,26,510,19.6,51.4,11.2,50.9,29.2,9.4,11.8,2.1,10.9,6.7,2.4,0.8,0.4,-1.8,0.3,-1.4,0.34
greenja01,JaMychal Green,2019,RS,28,LAC,PF,24,471,19.6,60,17.6,48.8,12.8,4.3,11.7,7.4,27.3,17.7,1.2,1.3,0.6,-0.2,-1.1,-1.4,0.33
marjabo01,Boban Marjanovic,2019,RS,30,LAC,C,36,376,10.4,66.6,24.6,1.4,67.9,9.3,16.9,16,26.5,21.4,1.4,3.6,1.5,0.1,3.5,3.6,1.24
robinje01,Jerome Robinson,2019,RS,21,LAC,SG,33,320,9.7,49.1,16.7,51.8,8.2,8.3,10.2,1,12.2,6.8,1.6,0.7,0.7,-1,-1.5,-2.5,0.04
thornsi01,Sindarius Thornwell,2019,RS,24,LAC,SG,64,313,4.9,48.5,11.3,30.6,69.4,7.2,23.8,1.7,12.8,7.5,2.1,1.8,0.8,-5.8,1.2,-4.5,-0.29
chandwi01,Wilson Chandler,2019,RS,31,LAC,SF,15,226,15.1,46.3,14.2,60.6,10.6,5.9,9.2,1.9,19.5,11,0.6,1.1,-0.3,-4.5,-3.1,-7.5,-0.55
motlejo01,Johnathan Motley,2019,RS,23,LAC,PF,22,156,7.1,56.3,28.8,4.1,54.8,11.7,15,12.6,21.7,17.3,1.5,1.5,1.2,-4.5,-2.2,-6.7,-0.32
teodomi01,Milos Teodosic,2019,RS,31,LAC,PG,15,150,10,55.7,18,67.5,17.5,28.8,32.8,2.2,8.9,5.7,0.9,0.5,2.1,0.3,-3.6,-3.4,-0.05
mbahalu01,Luc Mbah a Moute,2019,RS,32,LAC,PF,4,61,15.3,49.5,15.4,33.3,27.8,4.5,9,3.6,8.4,6.1,0.8,1.3,-0.1,-1.8,2.3,0.5,0.1
delgaan01,Angel Delgado,2019,RS,24,LAC,C,2,15,7.5,25.5,16.5,0,40,0,0,14.6,13.7,14.1,3.1,0,-0.3,-8.7,10.4,1.6,0.03
gallida01,Danilo Gallinari,2019,PO,30,LAC,SF,6,201,33.5,47.4,27.9,38.7,29.7,12.5,8.1,4.7,16.5,10.3,1.9,0.4,0.1,0.6,-1.3,-0.7,0.22
beverpa01,Patrick Beverley,2019,PO,30,LAC,PG,6,195,32.5,58.4,12.7,63.8,17,19.7,16.5,4.3,24.3,13.7,1.4,2.6,0.9,0.7,3.9,4.6,0.76
willilo02,Lou Williams,2019,PO,32,LAC,SG,6,176,29.3,53.3,32.7,17.3,39.4,45.5,12.9,3.6,7.4,5.4,1.3,0.5,2.7,3.8,-6.8,-2.9,-0.02
shamela01,Landry Shamet,2019,PO,21,LAC,SG,6,174,29,54.2,11.7,81.6,26.3,7.6,14.2,0.6,7.5,3.8,1.6,0,-0.7,1.1,4.4,5.5,0.75
gilgesh01,Shai Gilgeous-Alexander,2019,PO,20,LAC,PG,6,173,28.8,59.6,17.5,30,33.3,16.4,6.8,2.4,8.2,5.2,1.6,2.4,-1.2,1.5,-3.9,-2.5,0.03
harremo01,Montrezl Harrell,2019,PO,25,LAC,C,6,158,26.3,73.9,21.4,1.6,41.3,15.3,9.7,8,15.8,11.6,0.9,2.1,-0.4,1.5,-4.5,-3,-0.02
greenja01,JaMychal Green,2019,PO,28,LAC,PF,6,141,23.5,69.6,17,53.5,23.3,5.3,18.8,4.5,21.9,12.6,1.3,0,0.2,3.1,-8.3,-5.2,-0.18
templga01,Garrett Temple,2019,PO,32,LAC,SG,6,63,10.5,45.5,11.3,63.6,90.9,4.1,11.5,1.7,11.3,6.2,2.2,1.3,0.8,-3.5,3.6,0.1,0.09
chandwi01,Wilson Chandler,2019,PO,31,LAC,SF,4,52,13,42.2,16.4,62.5,25,5.2,14.5,0,13.7,6.4,1.8,0,-1,-2.3,2.6,0.3,0.08
robinje01,Jerome Robinson,2019,PO,21,LAC,SG,5,46,9.2,55.6,15.4,42.9,35.7,21.1,5.8,4.6,10.3,7.3,2,0,-0.7,8.3,-5.2,3.1,0.14
zubaciv01,Ivica Zubac,2019,PO,21,LAC,C,4,39,9.8,51.8,24.6,0,16.7,4.3,17.2,29.6,33.4,31.4,2.4,4.3,0.8,-3.9,6.1,2.2,0.1
thornsi01,Sindarius Thornwell,2019,PO,24,LAC,SG,4,12,3,41.7,20.5,50,0,0,0,0,39.5,18.6,3.9,0,0.5,-4.6,8.1,3.4,0.04
wallaty01,Tyrone Wallace,2019,PO,24,LAC,PG,2,11,5.5,37.6,23.6,0,75,36.9,15.8,0,10.8,5.1,0,0,0.5,1.9,1.6,3.5,0.04
kuzmaky01,Kyle Kuzma,2019,RS,23,LAL,PF,70,2314,33.1,54.6,23.8,38.8,23,11.5,10,2.7,14.1,8.5,0.8,0.9,0.5,-0.6,-0.7,-1.3,1.75
caldwke01,Kentavious Caldwell-Pope,2019,RS,25,LAL,SG,82,2035,24.8,56.8,18.1,57.5,20.9,7.5,7.3,2.5,9.4,6,1.7,0.5,0.1,0.8,-0.3,0.5,3.39
jamesle01,LeBron James,2019,RS,34,LAL,SF,55,1937,35.2,58.8,31.6,29.9,38.2,39.4,13.3,3.1,21.3,12.4,1.7,1.4,0.8,5.4,0.2,5.6,8.3
ingrabr01,Brandon Ingram,2019,RS,21,LAL,SF,52,1760,33.8,55.5,23.2,12.9,39.6,12.9,13.1,2.5,13,7.8,0.7,1.4,-0.2,-1.3,-0.7,-2,0.67
hartjo01,Josh Hart,2019,RS,23,LAL,SG,67,1715,25.6,52.6,13.5,59.1,17.2,7,10.4,2.2,12.6,7.5,1.7,1.9,0.3,-2.1,3,0.9,3.18
mcgeeja01,JaVale McGee,2019,RS,31,LAL,C,75,1671,22.3,63.4,20.2,1.9,23.7,4.8,13.2,12.3,22.5,17.5,1.3,7.3,0.6,-1.4,0.5,-0.8,1.67
balllo01,Lonzo Ball,2019,RS,21,LAL,PG,47,1423,30.3,48.7,16.9,50,10.5,23.8,17.8,4,14,9.1,2.3,1.1,0.9,-1.1,0.8,-0.3,1.78
rondora01,Rajon Rondo,2019,RS,32,LAL,PG,46,1369,29.8,47.3,17.4,32.9,8.3,35.5,22.1,2.6,15.5,9.2,1.9,0.4,0.4,-0.7,-1.4,-2.1,0.46
stephla01,Lance Stephenson,2019,RS,28,LAL,SG,68,1123,16.5,52.9,20.3,45.6,16.9,17.3,15.6,3,16.5,9.9,1.7,0.5,0.6,-1.1,-2.1,-3.2,-0.27
chandty01,Tyson Chandler,2019,RS,36,LAL,C,48,786,16.4,62.6,8,1.1,79.3,4.8,23,11.4,23.6,17.6,1.1,2.3,-0.6,-3.5,2.7,-0.9,0.75
carusal01,Alex Caruso,2019,RS,24,LAL,PG,25,531,21.2,56.9,19,28.9,37,19.7,17.3,4,9,6.5,2.1,1.4,0.6,1.6,3.5,5.1,2.15
bullore01,Reggie Bullock,2019,RS,27,LAL,SG,19,524,27.6,54.5,13.7,64.7,13.7,5,6.3,0.4,9.3,4.9,1.4,1.1,0.1,-1.6,-1.2,-2.8,-0.02
zubaciv01,Ivica Zubac,2019,RS,21,LAL,C,33,516,15.6,63.3,20.5,0,34.2,7.3,12.9,11,21.2,16.2,0.4,4.3,0,-1.5,1.5,0.1,0.75
wagnemo01,Moritz Wagner,2019,RS,21,LAL,C,43,446,10.4,53.3,21.7,45,31,7.4,16.7,4,15.4,9.8,1.1,2.4,1.2,-4.5,-0.2,-4.8,-0.46
mykhasv01,Svi Mykhailiuk,2019,RS,21,LAL,SF,39,420,10.8,45.1,15.9,64.4,15.2,10.1,12.4,2,6.3,4.2,1.4,0.2,0.6,-3.4,-0.8,-4.2,-0.31
willijo04,Johnathan Williams,2019,RS,23,LAL,C,24,372,15.5,59.9,16.4,1.8,43.6,4.9,10.9,13.6,13.9,13.7,1,1.5,-0.4,-0.8,-1.4,-2.2,0.11
beaslmi01,Michael Beasley,2019,RS,30,LAL,PF,26,277,10.7,53.2,29.5,11.1,25.5,14.8,13.7,4.9,17.2,11.2,1.5,3,1,-1.6,-3.2,-4.8,-0.29
muscami01,Mike Muscala,2019,RS,27,LAL,PF,17,265,15.6,57.8,14.3,68.7,9.6,7.1,5.5,2.4,14.5,8.6,0.7,3.4,0.3,0.5,-1.3,-0.8,0.26
jonesje01,Jemerrio Jones,2019,RS,23,LAL,SF,6,143,23.8,39.8,11.3,30.3,6.1,11.4,12.9,11.8,23.4,17.7,2.3,2.9,-0.6,-0.7,5.4,4.7,0.54
bongais01,Isaac Bonga,2019,RS,19,LAL,PG,22,120,5.5,24,15.7,24.2,45.5,14.9,13.2,7.9,13.5,10.8,3.5,2.7,0.5,-7.2,5.8,-1.3,0.09
machasc01,Scott Machado,2019,RS,28,LAL,PG,4,19,4.8,77.6,14,16.7,16.7,23.5,0,0,0,0,2.4,0,-1.5,14.2,5.6,19.8,0.21
ingraan01,Andre Ingram,2019,RS,33,LAL,SG,4,15,3.8,0,19.3,50,0,0,14.3,7,6.7,6.9,3.1,0,1.6,-11.3,1.2,-10,-0.06
conlemi01,Mike Conley,2019,RS,31,MEM,PG,70,2342,33.5,56.9,27.3,38,36.3,33.4,9.1,1.9,9.7,5.7,2,0.9,-0.6,4.6,1.7,6.3,10.76
gasolma01,Marc Gasol,2019,RS,34,MEM,C,53,1788,33.7,54.1,22.3,32.4,29.4,22.6,13.4,3.5,25.5,14.3,1.7,3.3,-0.8,-1.2,3.2,2,4.31
